Epoch,Cell,Activity
early drug,0,0.14378955719622116
early drug,1,0.1265257879432565
early drug,2,0.16739610134134042
early drug,3,0.14189435107020656
early drug,4,0.2947814676585696
early drug,5,0.1981328906656664
early drug,6,0.08764743584511311
early drug,7,0.08724295771528015
early drug,8,0.1277167202495931
early drug,9,0.15230591769111834
early drug,10,0.07648868519274117
early drug,11,0.08943947266923746
early drug,12,0.17791781084198102
early drug,13,0.08429130501701945
early drug,14,0.2124179005214657
early drug,15,0.12224218980597215
early drug,16,0.2055428028684694
early drug,17,0.10034578439639114
early drug,18,0.10051705930109749
early drug,19,0.1368683916528111
early drug,20,0.14622925120305358
early drug,21,0.0770148520690492
early drug,22,0.18288659522496098
early drug,23,0.13822521019799594
early drug,24,0.2886490263000168
early drug,25,0.16905262101301216
early drug,26,0.2150619821161303
early drug,27,0.14045643923213175
early drug,28,0.1839398769118561
early drug,29,0.1328527027255619
early drug,30,0.2551707067782963
early drug,31,0.18847385846026743
early drug,32,0.35517445897257605
early drug,33,0.26726496428479346
early drug,34,0.31546825143804813
early drug,35,0.15976538382493422
early drug,36,0.10964065109145275
early drug,37,0.20385403396478843
early drug,38,0.20849120548531144
early drug,39,0.29153567109604067
early drug,40,0.1686025142234781
early drug,41,0.281527496091419
early drug,42,0.28337012215256197
early drug,43,0.29403441120527396
early drug,44,0.39322917433857296
early drug,45,0.45373504253101393
early drug,46,0.33401954665178707
early drug,47,0.04715044543130973
early drug,48,0.05794879228474768
early drug,49,0.06259810560813507
early drug,50,0.06971719326949796
early drug,51,0.07088695008222207
early drug,52,0.17968792144776086
early drug,53,0.13273729737815546
early drug,54,0.11265987453907028
early drug,55,0.1792336970796742
early drug,56,0.13439351648488873
early drug,57,0.21519165594057452
early drug,58,0.11839556038428471
early drug,59,0.1971852267772897
early drug,60,0.19704748714610376
early drug,61,0.20530471228007563
early drug,62,0.15541656083759364
early drug,63,0.25997414629738536
early drug,64,0.3023052964116528
early drug,65,0.17622081733071995
early drug,66,0.2782258506777753
early drug,67,0.20126208149048508
early drug,68,0.18325648708965026
early drug,69,0.16031182313472983
early drug,70,0.3946758091298041
early drug,71,0.28425870011536225
early drug,72,0.4075699365815504
early drug,73,0.17110983541862412
early drug,74,0.1262654591820864
early drug,75,0.1737587584239373
early drug,76,0.1622600781759552
early drug,77,0.25995803682143126
early drug,78,0.21290687812963865
early drug,79,0.39029574537631095
early drug,80,0.16386346490414494
early drug,81,0.13572594176051028
early drug,82,0.14300989671288825
early drug,83,0.286961558729647
early drug,84,0.32190375268554283
early drug,85,0.25656362227181617
early drug,86,0.21824057613889905
early drug,87,0.07879433073129574
early drug,88,0.13667146239152492
early drug,89,0.08608639180687078
early drug,90,0.046306129323519366
early drug,91,0.061224315071233264
early drug,92,0.10082626158106603
early drug,93,0.05985591335305238
early drug,94,0.26929426801935225
early drug,95,0.29239078903319154
early drug,96,0.10320776932512994
early drug,97,0.14867860423718074
early drug,98,0.17503840363456794
early drug,99,0.12270859473059555
early drug,100,0.10841660233438878
early drug,101,0.13625016323740152
early drug,102,0.07781371502405272
early drug,103,0.19531672259122887
early drug,104,0.19678846164005562
early drug,105,0.27167770036745886
early drug,106,0.2711235777482489
early drug,107,0.2700246425295787
early drug,108,0.20043574634150382
early drug,109,0.3576853122647218
early drug,110,0.21461583339654028
early drug,111,0.3405908246328307
early drug,112,0.05856603071715473
early drug,113,0.16639783255969395
early drug,114,0.14973517484707363
early drug,115,0.18961461080615125
early drug,116,0.1579995334157407
early drug,117,0.3401522337008456
early drug,118,0.1522296131072882
early drug,119,0.31208028897634216
early drug,120,0.409479513383869
early drug,121,0.5311670536758824
early drug,122,0.1629018412187176
early drug,123,0.1523949128732906
early drug,124,0.19684919298225256
early drug,125,0.22536412261676075
early drug,126,0.16115651352466484
early drug,127,0.16112478669754263
early drug,128,0.23482358708040033
early drug,129,0.24486183689711377
early drug,130,0.22471442265019442
early drug,131,0.2402981402937499
early drug,132,0.2170323628627005
early drug,133,0.0859338585751412
early drug,134,0.27073920000271495
early drug,135,0.18270539380422599
early drug,136,0.047692869322283414
early drug,137,0.09742591148172501
early drug,138,0.2630396786777283
early drug,139,0.10698430580936953
early drug,140,0.12909275412253632
early drug,141,0.19325853155067824
early drug,142,0.2295242181338603
early drug,143,0.11562752661053963
early drug,144,0.22401757738887557
early drug,145,0.19855717531323522
early drug,146,0.14944040205009837
early drug,147,0.23417898032008858
early drug,148,0.14895756629028864
early drug,149,0.40437257941578164
early drug,150,0.042195776950026534
early drug,151,0.05456453373298108
early drug,152,0.16143901830991694
early drug,153,0.17902141489949763
early drug,154,0.11806000369755316
early drug,155,0.33215681631657157
early drug,156,0.11552143762797001
early drug,157,0.14013302585694823
early drug,158,0.3910410719260678
early drug,159,0.22999990523313268
early drug,160,0.30396445432590136
early drug,161,0.293443628646737
early drug,162,0.09796055941628874
early drug,163,0.07298277525232447
early drug,164,0.05716573030909234
early drug,165,0.11002096227319735
early drug,166,0.07335002994207297
early drug,167,0.11210893056519872
early drug,168,0.07735616523930194
early drug,169,0.061779421331852186
early drug,170,0.08272818087566235
early drug,171,0.112855572904581
early drug,172,0.06727962083383111
early drug,173,0.13484365387312242
early drug,174,0.08954637546595189
early drug,175,0.08005274288466811
early drug,176,0.16293611157653676
early drug,177,0.10668200495465338
early drug,178,0.14708727534126878
early drug,179,0.10923664206929908
early drug,180,0.12390642439944738
early drug,181,0.1558798233260325
early drug,182,0.11488611713752608
early drug,183,0.18115194799381143
early drug,184,0.15745786948789478
early drug,185,0.09630303977982739
early drug,186,0.14604747637847887
early drug,187,0.12584353202038132
early drug,188,0.19962832008885423
early drug,189,0.1521733707289764
early drug,190,0.15428281658653267
early drug,191,0.16407842773207185
early drug,192,0.20515758129704376
early drug,193,0.2212298730483026
early drug,194,0.1530803611406925
early drug,195,0.18114502814926037
early drug,196,0.28100529426057397
early drug,197,0.2100293922449822
early drug,198,0.2767045371462013
early drug,199,0.11878864234277266
early drug,200,0.12300303201347441
early drug,201,0.16387736452042656
early drug,202,0.14287429769569607
early drug,203,0.11358871459838209
early drug,204,0.14349157452269704
early drug,205,0.10896564224079187
early drug,206,0.21554535201313121
early drug,207,0.215554859404011
early drug,208,0.22349787432462315
early drug,209,0.24149173938343843
early drug,210,0.28404578387587887
early drug,211,0.21662157871573792
early drug,212,0.20326765414110765
early drug,213,0.2528250082034966
early drug,214,0.3917976769888604
early drug,215,0.4566791665816863
early drug,216,0.15149144828642117
early drug,217,0.18132332683317443
early drug,218,0.26505836111682773
early drug,219,0.3012165300762496
early drug,220,0.27637082561043835
early drug,221,0.16182636021324975
early drug,222,0.15296141520642764
early drug,223,0.19691933308892456
early drug,224,0.2509718922890539
early drug,225,0.360939779513046
early drug,226,0.3216700334704005
early drug,227,0.21330602102007537
early drug,228,0.27377989331304253
early drug,229,0.2725843711087166
early drug,230,0.26695132320239906
early drug,231,0.2807940159108047
early drug,232,0.27345868491611425
early drug,233,0.3328523281344931
early drug,234,0.3825946720451289
early drug,235,0.05967098176325093
early drug,236,0.05123508731058631
early drug,237,0.05051941480430208
early drug,238,0.08712557864381253
early drug,239,0.10438368452163331
early drug,240,0.08722406507206179
early drug,241,0.07943034714026558
early drug,242,0.06475019468930311
early drug,243,0.09888451193706164
early drug,244,0.09202883737899827
early drug,245,0.12905514975126356
early drug,246,0.08167259139214375
early drug,247,0.12523295074741042
early drug,248,0.08315075237229952
early drug,249,0.19209507792834693
early drug,250,0.18427451928836042
early drug,251,0.0908607160843662
early drug,252,0.10864823480113633
early drug,253,0.16612270516120936
early drug,254,0.1895053211332395
early drug,255,0.15074198309192946
early drug,256,0.2222676570366025
early drug,257,0.22066679712330145
early drug,258,0.16912896156842389
early drug,259,0.29692604491882846
early drug,260,0.21357746741516018
early drug,261,0.19433093654101505
early drug,262,0.20562800311183568
early drug,263,0.25739156718839246
early drug,264,0.3640986060462064
early drug,265,0.345679733804732
early drug,266,0.07517739259326504
early drug,267,0.11976225244548938
early drug,268,0.1262680822490393
early drug,269,0.09442045997449072
early drug,270,0.11617714513396392
early drug,271,0.14151278289446212
early drug,272,0.20818162253333738
early drug,273,0.159722647739886
early drug,274,0.24108470996400896
early drug,275,0.24064151881355908
early drug,276,0.20969155065068826
early drug,277,0.2191665354140252
early drug,278,0.24582604215188253
early drug,279,0.2571649333493461
early drug,280,0.2967227119569885
early drug,281,0.17684764885670962
early drug,282,0.21212511588909044
early drug,283,0.16069366584103426
early drug,284,0.3529592224140565
early drug,285,0.17181880384081977
early drug,286,0.24149978890867418
early drug,287,0.24248774651876473
early drug,288,0.30521542807601637
early drug,289,0.2348824058596594
early drug,290,0.3686623909773405
early drug,291,0.2758409760225993
early drug,292,0.33420538793514054
early drug,293,0.2098502388405046
early drug,294,0.052353724275493334
early drug,295,0.16139342142389437
early drug,296,0.27364843245971104
early drug,297,0.04916062626170201
early drug,298,0.0877463696616388
early drug,299,0.548478658652382
early drug,300,0.11439014849989475
early drug,301,0.10464441530903483
early drug,302,0.11909861861041911
early drug,303,0.18528819831298998
early drug,304,0.1989640054566978
early drug,305,0.3663491823533936
early drug,306,0.19584408454542077
early drug,307,0.18631647565707388
early drug,308,0.33177495119959866
early drug,309,0.49132314328561977
early drug,310,0.2625514705017182
early drug,311,0.2380612680256298
early drug,312,0.1775918237442723
early drug,313,0.31509041749108624
early drug,314,0.13895574973231534
early drug,315,0.16793758198176223
early drug,316,0.17178764521909173
early drug,317,0.13848967466630616
early drug,318,0.17090378096314857
early drug,319,0.13036294522349662
early drug,320,0.1714834962668882
early drug,321,0.16653639045257765
early drug,322,0.31081669492643005
early drug,323,0.15232503972490913
early drug,324,0.23277329521559822
early drug,325,0.023443403728929894
early drug,326,0.0630184833232663
early drug,327,0.04907951289640451
early drug,328,0.05501026585535057
early drug,329,0.07333936346397608
early drug,330,0.18450636085938202
early drug,331,0.08426681180027355
early drug,332,0.14958369722081646
early drug,333,0.14802382765891
early drug,334,0.20553049124046316
early drug,335,0.23324137827696426
early drug,336,0.38349406364506067
early drug,337,0.265546468541546
early drug,338,0.20930754735564058
early drug,339,0.1545718914113778
early drug,340,0.2811219872215307
early drug,341,0.31090593181091064
early drug,342,0.2619709382406177
early drug,343,0.34077550845508736
early drug,344,0.17752753435102356
early drug,345,0.42814249031757884
early drug,346,0.27816951583243277
early drug,347,0.147454537483165
early drug,348,0.11849822399410435
early drug,349,0.14494959932139698
early drug,350,0.20659369259349797
early drug,351,0.28591649048883194
early drug,352,0.48634589485897406
early drug,353,0.28622652914005325
early drug,354,0.2171571120903912
early drug,355,0.14271695386847305
early drug,356,0.29409780560054677
early drug,357,0.19128226435036944
early drug,358,0.3327886767930034
early drug,359,0.312877054693943
early drug,360,0.39799331176778674
early drug,361,0.18099144755989016
early drug,362,0.05705232466074641
early drug,363,0.14015532179072454
early drug,364,0.17842636606242285
early drug,365,0.2702185226292504
early drug,366,0.10022327122423887
early drug,367,0.2307178326756837
early drug,368,0.18614972922981374
early drug,369,0.3555265137437219
early drug,370,0.22948237949074943
early drug,371,0.10822986674637379
early drug,372,0.13569485159590616
early drug,373,0.09782490828707889
early drug,374,0.15203868576605417
early drug,375,0.14100680612170652
early drug,376,0.22215846367213002
early drug,377,0.1795318799232311
early drug,378,0.19085825830460806
early drug,379,0.29999357017285766
early drug,380,0.2700205212558986
early drug,381,0.25521178749101237
early drug,382,0.162232486907405
early drug,383,0.19802282539585733
early drug,384,0.21440505549238717
early drug,385,0.3338489111422721
early drug,386,0.31434582085648044
early drug,387,0.31001264635711484
early drug,388,0.23285496422128293
early drug,389,0.2911001779567908
early drug,390,0.1469903862566922
early drug,391,0.1929317756993328
early drug,392,0.38160153930866586
early drug,393,0.21691515598008196
early drug,394,0.032907872424443776
