name,epoch,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
population,Drug,0.010526403784751900,-0.013690501,0.082355633,0.2940528094768520,0.3400000035762790,0
up_modulated,Drug,0.5467664003372190,-0.025507066,0.26897260546684300,2.127627372741700,0.01,1
down_modulated,Drug,-0.65815562,0.047460988,0.3216806948184970,-2.193531036,0.01,-1
non_modulated,Drug,0.017884299159050000,-0.016431335,0.086859696,0.3950697183609010,0.3199999928474430,0
C00,Drug,0.49501287937164300,-0.09598504,0.34879934787750200,1.6943780183792100,0.029999999329447700,0
C01,Drug,0.046598017,0.039520595,0.36504867672920200,0.019387612119317100,0.47999998927116400,0
C02,Drug,-0.65815562,0.047460988,0.3216806948184970,-2.193531036,0.01,-1
C03,Drug,-0.156213105,-0.028695729,0.16908004879951500,-0.754183412,0.1899999976158140,0
C04,Drug,-0.182705313,0.05609053,0.23861275613308000,-1.00076735,0.11999999731779100,0
C05,Drug,0.003673166,-0.025870126,0.21586380898952500,0.13686078786850000,0.46000000834465000,0
C06,Drug,-0.324578851,0.074292034,0.26433977484703100,-1.508932471,0.050000001,0
C07,Drug,-0.112891153,-0.008911861,0.3795657753944400,-0.273942739,0.38999998569488500,0
C08,Drug,0.2719928026199340,-0.01831241,0.27048999071121200,1.0732567310333300,0.12999999523162800,0
C09,Drug,0.54676646,-0.025507066,0.2689725458621980,2.1276280879974400,0.01,1
C10,Drug,0.088786274,-0.018950552,0.3129066526889800,0.34430980682373000,0.33000001311302200,0
C11,Drug,0.068227172,0.087878488,0.363565594,-0.054051638,0.4399999976158140,0
C12,Drug,-0.159820348,-0.055027235,0.23038586974144000,-0.454859138,0.3100000023841860,0
C13,Drug,-0.012270221,-0.032756418,0.19432063400745400,0.10542470961809200,0.46000000834465000,0
C14,Drug,-0.252775073,-0.02284321,0.3108502924442290,-0.739686787,0.1899999976158140,0
C15,Drug,0.031541944,-0.055429477,0.2321953922510150,0.3745613396167760,0.3199999928474430,0
C16,Drug,0.206172913,-0.053859353,0.19927693903446200,1.304878830909730,0.039999999,0
C17,Drug,0.2201574444770810,-0.042469539,0.18206502497196200,1.4424899816513100,0.050000001,0
C18,Drug,0.28303006291389500,-0.050990909,0.24634285271167800,1.3559191226959200,0.059999999,0
C19,Drug,-0.192021564,-0.043443754,0.34731122851371800,-0.427794427,0.28999999165535000,0
