name,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
population,0.022653678059982637,-0.00046389801110853306,0.012445333758907363,1.8575296186448578,0.041000000000000036,0.0
up_modulated,0.1730544464557612,-0.00027782597873733325,0.03548660568672562,4.884442145993593,0.0,1.0
down_modulated,-0.10340196266205474,0.0008818668404040233,0.026014417920749357,-4.008693556786483,0.0,-1.0
non_modulated,-0.0006220089169055934,-0.0006633438574938827,0.012551928580264337,0.00329311470535939,0.45499999999999996,0.0
C000,0.004702486525934607,-0.004618686727388474,0.07020364249603532,0.13277335650852426,0.41300000000000003,0.0
C001,-0.07569940628604062,-0.002906241840767637,0.04287960273295914,-1.69761751055872,0.017,-1.0
C002,0.09135733276791293,-0.0026542877876240397,0.04515826074887508,2.0818255397021432,0.03300000000000003,0.0
C003,0.034212078785372496,-0.0016246892662456762,0.07000291760941525,0.5119324918937121,0.28300000000000003,0.0
C004,0.04003228108859094,-0.0024449240496016655,0.08294366462847336,0.512121152693931,0.28,0.0
C005,0.004839916879064418,-0.0014856621192381732,0.05404806386299843,0.11703618124669059,0.41900000000000004,0.0
C006,-0.05529573031026175,0.0009563323101473771,0.06960245220957346,-0.8081908156200269,0.19,0.0
C007,-0.03537688412426561,-0.00067915419210712,0.05445673670432222,-0.637161387773802,0.261,0.0
C008,0.010721507902191896,-0.0020350593169037924,0.05981750846276139,0.21325808357660236,0.399,0.0
C009,0.043765316154236455,-0.0033844627065586965,0.0809276020597149,0.5826167792047545,0.247,0.0
C010,0.04719034255099734,-0.0014474861744355732,0.07217090083466633,0.6739257534952423,0.21599999999999997,0.0
C011,0.25780834088518956,-0.0006268440568797776,0.08206294165692299,3.1492313061661648,0.0030000000000000027,1.0
C012,-0.022355251462346473,-0.003713241268269889,0.07465766217341863,-0.24969989216611113,0.441,0.0
C013,0.23630274243854038,-0.001266493337971715,0.08079454016334338,2.940412004279191,0.0010000000000000009,1.0
C014,0.015037973106141526,0.0018616739349776408,0.06958229043282702,0.1893628262191793,0.42900000000000005,0.0
C015,-0.021799617523165477,-0.0012210195167523727,0.08046397337229053,-0.2557492147597546,0.438,0.0
C016,-0.01619594074662819,-0.00045829390056736176,0.06849395127281434,-0.22976695830230476,0.44,0.0
C017,-0.029082869257004804,-0.0038245539576004088,0.06706211086165692,-0.3766406242641246,0.377,0.0
C018,0.023959173904334358,-0.002721338445178984,0.07626717697889683,0.34982955193026033,0.32999999999999996,0.0
C019,0.06571335751140038,0.000529515737600856,0.0708988059439872,0.919392659804416,0.18400000000000005,0.0
C020,-0.007502313092110087,0.0011162924513585235,0.06850082943119236,-0.125817535569052,0.444,0.0
C021,0.19719226971318393,-0.0008302049504714772,0.07718363297062827,2.5656018904812576,0.010000000000000009,1.0
C022,0.22515846874249146,-0.0019578446647864393,0.09923592934124595,2.2886500374908096,0.02100000000000002,1.0
C023,-0.0626683200735228,-0.004609561783567866,0.06580774014077449,-0.8822481696796896,0.17,0.0
C024,-0.029728887008714074,-0.0019206507532572178,0.06516377951213351,-0.42674375954941285,0.341,0.0
C025,0.08180652746802093,-0.0012298578571679959,0.0740555752076491,1.1212712222186914,0.134,0.0
C026,-0.05872678263537354,-0.0009460758808821368,0.06661176807179846,-0.867424907445958,0.181,0.0
C027,-0.0034844632291805427,0.00010217018676015749,0.0846026626035624,-0.04239385978603558,0.485,0.0
C028,0.014921033733988454,0.001145246760031759,0.0805766182155929,0.17096506752241503,0.42200000000000004,0.0
C029,0.013431933592143022,-0.0009303259303403493,0.06253722744323412,0.22965935826816417,0.387,0.0
C030,-0.03411834424786311,-0.0023744778566369765,0.06853346349452984,-0.463187832229723,0.324,0.0
C031,0.09764524651477856,-0.00026595060822314897,0.08206101606926731,1.1931511674234612,0.09399999999999997,0.0
C032,0.0004604346574107118,-0.0020615118122423656,0.05611287069594756,0.04494417124581743,0.45399999999999996,0.0
C033,0.311206483819873,0.0007713882942638223,0.07809340440479233,3.975176878145663,0.0,1.0
C034,0.0013636226255660956,0.0014953726201205662,0.06674082378355468,-0.0019740540659453866,0.497,0.0
C035,0.018048732591236877,-0.0026704604452465106,0.07542607023214043,0.27469538016120265,0.388,0.0
C036,-0.04304744572902959,-0.0022252952839145112,0.04840224317918459,-0.8433937719372202,0.207,0.0
C037,0.022727177239440906,-0.0010092396516873886,0.06286744859697486,0.3775629108681607,0.32399999999999995,0.0
C038,-0.02998354730747696,0.00043018109816886466,0.06669885581534012,-0.4559857591837572,0.347,0.0
C039,-0.08320469411009256,0.001997205770904083,0.08457087310985502,-1.00746151420622,0.166,0.0
C040,-0.03987684948817885,-0.001783538220810985,0.05216870654659222,-0.7301946662861284,0.235,0.0
C041,-0.02720110865401086,0.0020703663315711214,0.05399126771890293,-0.5421520223970167,0.28,0.0
C042,0.16217005105833315,0.00033462846058417167,0.07442877670839744,2.1743662835115476,0.02400000000000002,1.0
C043,-0.009466535739302742,0.004170917532955864,0.06963845146451561,-0.19583223040517483,0.407,0.0
C044,0.0993376830066177,0.004492722970414325,0.06375000907639142,1.4877638671792344,0.08599999999999997,0.0
C045,0.007422894583332139,-0.0030853390892106917,0.040694792312043614,0.2582205996277544,0.369,0.0
C046,0.1513516517947796,0.0011785269440806262,0.0720795039776219,2.083437268066139,0.026000000000000023,0.0
C047,-0.07342859531076179,-0.0007305186870148908,0.0648465356471091,-1.1210788039528496,0.128,0.0
C048,-0.08772284805369379,-0.0018827052810149695,0.05017773834307431,-1.7107216388625204,0.028,0.0
C049,-0.05739363042037923,-0.0013487648127605912,0.04686166208441433,-1.1959641018848657,0.117,0.0
C050,-0.04657312919964938,-0.0016062375989919111,0.04900955573284187,-0.91751273661362,0.192,0.0
C051,-0.0032048454206505365,-0.001304684522641675,0.05819455012219726,-0.03265187021841208,0.482,0.0
C052,0.13018093641452272,-0.0025498336444578786,0.06634180148649547,2.00071097083487,0.018000000000000016,1.0
C053,-0.011003418317899638,0.0013296476302659948,0.08115311312878905,-0.1519728014450068,0.407,0.0
C054,0.06832819719662434,-0.0035784448596985073,0.06294498328797235,1.142372883432998,0.15000000000000002,0.0
C055,-0.028771913484405498,0.0006491248287226897,0.06077130206059587,-0.4841271671913839,0.342,0.0
C056,0.13987540577037716,0.0008056735527127083,0.06564380987495469,2.1185505911765214,0.017000000000000015,1.0
C057,-0.06796272108287221,-0.00047617129752284935,0.05378163760854408,-1.2548251185015613,0.118,0.0
C058,-0.12546688289393926,-0.00030852144400130314,0.0679576580238568,-1.8417109283842688,0.011,-1.0
C059,0.17721666900775887,-0.0014854219124805607,0.07283675249815984,2.4534604412072625,0.02200000000000002,1.0
C060,-0.08755198864331107,0.002323794653409102,0.051575505887017925,-1.7426059473581008,0.034,0.0
C061,0.048593736334038504,-1.9995914712658998e-05,0.0426490462416659,1.1398550854639764,0.11599999999999999,0.0
C062,0.05863141666579302,-0.0029319043577367356,0.03500493055687685,1.7587042752020376,0.038000000000000034,0.0
C063,0.38334105879195224,0.002369248037100918,0.07025626714247103,5.422602512915859,0.0,1.0
C064,0.05566041301282002,-0.0017266223305784027,0.059679014679505024,0.9615948864367945,0.16600000000000004,0.0
C065,-0.05238872613055093,0.0015164435217952855,0.019692004670125513,-2.737414019311353,0.004,-1.0
C066,-0.0643536414122841,-0.0005339961903941413,0.05805410022017291,-1.0993133125800063,0.136,0.0
C067,-0.016816425844717396,-0.001979630254298591,0.0487436967470256,-0.30438388100558184,0.404,0.0
C068,-0.06682516802644733,-0.0008193274937087242,0.036301510918877636,-1.8182670324725805,0.037,0.0
C069,0.022349091185997615,0.0009094458587366931,0.06140266142420754,0.3491647565427596,0.376,0.0
C070,-0.007726016713224579,-0.0027059613033603128,0.053892057635734195,-0.09315019002977573,0.465,0.0
C071,-0.01551751152668307,-0.0031105563923073325,0.05461584101192036,-0.22716770271225553,0.415,0.0
C072,-0.04573877530049078,-0.002276756335232277,0.06447320253511449,-0.6741098201471764,0.239,0.0
C073,-0.07228808220777755,-0.0016430387077801738,0.03461123236914197,-2.041101650081138,0.018,-1.0
C074,-0.027849604053790354,0.000758217827385215,0.049377054180728595,-0.5793748200624924,0.297,0.0
C075,0.025645089005520094,0.002781754170807226,0.059659341049088196,0.3832314342174971,0.377,0.0
C076,0.1620527627554767,-0.0032525224366499058,0.04304751811124558,3.8400654078345773,0.0,1.0
C077,-0.015914618170414355,-0.0005165969574899321,0.04560365009843236,-0.33764887634408314,0.364,0.0
C078,-0.1717290627073338,-0.0005789469405266496,0.05196350467927921,-3.2936599796944486,0.001,-1.0
C079,0.18803333875123307,0.0013714165715660099,0.08289919578250313,2.251673498370226,0.018000000000000016,1.0
C080,-0.020998841318149934,-0.0005216679061532189,0.0432721832305971,-0.4732179400996254,0.323,0.0
C081,0.03820672538514367,-0.003980870567060712,0.04403770486500684,0.9579880713930532,0.17300000000000004,0.0
C082,-0.027170455706877955,-0.002011112822174764,0.042342844386262124,-0.5941816911304614,0.286,0.0
C083,-0.013147840118689684,-0.003146787928492564,0.057486618410396095,-0.173971829736092,0.444,0.0
C084,0.031695236608608575,0.00024697035038656617,0.04442413633211719,0.7079094576676316,0.246,0.0
C085,0.19934146821229914,-0.0011473772301655574,0.05374775325335777,3.7301809528185186,0.0040000000000000036,1.0
C086,0.11993142673158658,0.0014316009793743575,0.04264892078210426,2.7784952955230566,0.0,1.0
C087,0.04551757319985324,0.0013237601910140251,0.03304600483121722,1.3373420852099833,0.10299999999999998,0.0
C088,0.06070650784175351,-0.0016987611300460757,0.030227120466292987,2.0645456136448477,0.015000000000000013,1.0
C089,-0.0528642646219569,-0.0004887329089762574,0.043107639322916544,-1.214994199070817,0.105,0.0
C090,-0.013312562221149356,-0.0034603836217480654,0.03492624471144267,-0.2820852536766852,0.386,0.0
C091,0.04217938237979614,0.0006838524534557432,0.047131011920035444,0.8804294292841314,0.18799999999999994,0.0
C092,0.06498640241935602,0.00026758415970790897,0.04145978835679746,1.561002137847075,0.06699999999999995,0.0
C093,0.14527213781532325,-0.0027108117607616746,0.05030402901733361,2.941771314681244,0.0010000000000000009,1.0
C094,-0.017402487255791875,-0.003121766159823544,0.024160875190244277,-0.5910680380375718,0.283,0.0
C095,0.021095710117219044,-0.0019688137560312114,0.05195941455665254,0.44389499131293086,0.354,0.0
C096,-0.034210839410566345,-0.0026115731011463485,0.042358893665731735,-0.7459889429308618,0.221,0.0
C097,0.010098337325623513,0.002441026332293515,0.06076581895567446,0.12601345830483437,0.482,0.0
C098,-0.13354609338330142,0.0030208080508800196,0.035338289160185284,-3.864558943845186,0.0,-1.0
C099,0.029463592649654535,0.000884904537115221,0.045849340372866094,0.6233173232182933,0.28700000000000003,0.0
C100,0.17046696336928568,0.0027434173968651295,0.052717204451294804,3.1815713241657115,0.0,1.0
C101,-0.03453263844329793,0.004258026824742447,0.04997768493757543,-0.7761597064068056,0.232,0.0
